Company Name,Legal Name,Parent Company Name,Address,City,ZIP Code,County,Phone Number Combined,Website,Linked-In,Facebook,Instagram,Executive First Name,Executive Last Name,Executive Title,Executive Gender,Executive Ethnicity,Veteran Exemption,Company Description,Column1,Primary NAICS,Primary NAICS Description,NAICS 2,NAICS 2 Description,NAICS 3,NAICS 3 Description,NAICS 4,NAICS 4 Description,Primary SIC Code,Primary SIC Description,Last Updated On,Years In Database
Upscale Resale STL,,,2155 Woodson Rd,Overland,63114,St Louis,(314) 222-9892,,,https://facebook.com/upscaleresalestl/,,Sirvonue,Neal,Owner,,Western Europe,,,,45951014,Used Merchandise Retailers,,,,,,,593204,Consignment Shops,202604,5
Upstream Theater,,,7141 Stanford Ave,Saint Louis,63130,St Louis,(314) 863-4999,Upstreamtheater.Org,,https://www.facebook.com/upstreamtheater,,Virginia,Braxs,Board Member,Female,Uncoded,,,,71141013,"Agents And Managers For Artists, Athletes, Enterta",99999005,Unclassified Establishments,,,,,792211,Theatrical Managers & Producers,202605,16
Uptown Market,,,100 Shepley Dr,Saint Louis,63137,St Louis,(314) 869-8614,,,,,,,,,Uncoded,,,,44511003,Supermarkets And Other Grocery Retailers (Except C,,,,,,,541105,Grocers-Retail,202510,16
Urban Cafe & Coffee Shop,,,2700 Union Blvd,Saint Louis,63113,St Louis City,(314) 381-5211,,,https://facebook.com/p/urban-cafe-coffee-shop-100068382020628/,,Naton,Smith,Manager,Male,Western Europe,,,,72251117,Full-Service Restaurants,44529805,All Other Specialty Food Retailers,,,,,581208,Restaurants,202501,17
Urban Chestnut Brewing Co,,,3229 Washington Ave,Saint Louis,63103,St Louis City,(314) 222-0143,Urbanchestnut.Com,,,,David,Wolfe,CEO,Male,Western Europe,,,,31212002,Breweries,,,,,,,208201,Brewers (Mfrs),202607,5
Urban Eye Security,,,2929 S Jefferson Ave # 1,Saint Louis,63118,St Louis City,(314) 580-7098,Urbaneyesecurity.Net,,https://facebook.com/181012585102528,,,,,,Uncoded,,"We Provide Security Guards Service. Our Exclusive And Highly Personalized Security Services Include The Management And Deployment Of Highly Competent And Dependable Security Officers And Security Personnel To Secure Our Clients Facility. Our Security Company Is The Number One IN St. Louis, Email US For More Information.",,56161208,Security Guards And Patrol Services,,,,,,,738102,Security Guard & Patrol Service,202501,2
Urban Fort Play,URBAN FORT PLAY CAFE LLC,,1854 Russell Blvd,Saint Louis,63104,St Louis City,(314) 376-4235,Urbanfortplay.Com,,https://www.facebook.com/urbanfortplay,,,,,,Uncoded,,,,71119010,Other Performing Arts Companies,71219006,Nature Parks And Other Similar Institutions,71399002,All Other Amusement And Recreation Industries,,,792999,Kids Entertainment,202309,10
Urban Harvest STL,,,3224 Locust St # 2m,Saint Louis,63103,St Louis City,(314) 810-6770,Urbanharveststl.Org,,https://www.facebook.com/urbanharveststl/,,Gretta,Forrester-Gaff,Board Member,Female,Western Europe,,,,11199803,All Other Miscellaneous Crop Farming,99999005,Unclassified Establishments,,,,,19101,Farms,202603,6
Urban Routes LLC,URBAN ROUTES LLC,,6500 Etzel Ave,University City,63130,St Louis,Not Available,,,,,,,,,Uncoded,,,,54161125,Administrative Management And General Management C,99999005,Unclassified Establishments,,,,,874266,Logistics Consulting Services,202307,6
Urban Saks,,,7716 Brocton Ct,Saint Louis,63121,St Louis,Not Available,,,,,,,,,Uncoded,,,,45811041,Clothing And Clothing Accessories Retailers,,,,,,,565101,Clothing-Retail,201812,10
Urban Spousal Support Cleaning,,,119 Church St,Ferguson,63135,St Louis,(314) 475-5151,,,,,Jessica,Mcnary,Manager,Female,Western Europe,,,,56172001,Janitorial Services,81331908,Other Social Advocacy Organizations,,,,,734902,Janitor Service,202309,6
Urban Sprouts,,,6757 Olive Blvd,Saint Louis,63130,St Louis,(314) 833-5344,Urbansproutscdc.Org,,https://www.facebook.com/urban.sprouts.5,,Ellicia,Qualls,Owner,Female,Western Europe,,,,44912904,All Other Home Furnishings Retailers,62441003,Child Care Services,99999005,Unclassified Establishments,,,571923,Bathroom Fixtures & Accessories-Retail,202605,18
Urban Werks,,,3500 Lemp Ave,Saint Louis,63118,St Louis City,(314) 570-5370,,,,,,,,,Uncoded,,,,99999004,Unclassified Establishments,,,,,,,999977,Nonclassified Establishments,202211,9
US 175 Cleaners,US CLEANERS,,10422 West Florissant Ave,Saint Louis,63136,St Louis,(314) 868-7767,,,,,Dipson,Adounley,Owner,Male,Western Europe,,,,81232002,Drycleaning And Laundry Services (Except Coin-Oper,,,,,,,721201,Cleaners,202510,29
US Arbitration & Mediation,,,500 N Brdwy # 1800,Saint Louis,63102,St Louis City,(314) 231-4642,Usam.Com,,,,Michael,Geigerman,Director,Male,Uncoded,,,,54111002,Offices Of Lawyers,54119901,All Other Legal Services,99999005,Unclassified Establishments,,,811103,Attorneys,202501,43
US Art Inc,US ART INC,,9495 Aero Space Dr,Saint Louis,63134,St Louis,(314) 918-8684,Usart.Com,,,,John,Woodworth,Manager,Male,Western Europe,,,,48321105,Inland Water Freight Transportation,71151033,"Independent Artists, Writers, And Performers",,,,,444902,Shipping Agents,202604,22
US Band & Orchestra Supls Inc,US BAND & ORCHESTRA SUPLS INC,,1400 Ferguson Ave,Saint Louis,63133,St Louis,(314) 727-4512,Stlouismusic.Com,,,,Mark,Ragin,Owner,Male,Western Europe,,"Operational Since 1922, St. Louis Music Is A Supplier Of Musical Accessories And Instruments From The Dunlop, Evans, Apollo And Shure Brands. Its Range Of Products Includes Guitars, Banjos, Mandolins And Basses. The Company Also Provides Drum Sets And Digital Metronomes For Bands And Orchestras. It Offers An Online Catalog Of Its Products. St. Louis Music Additionally Provides Delivery Services IN The Northeast, Southeast And Midwest.",,42512027,Wholesale Trade Agents And Brokers,33999202,Musical Instrument Manufacturing,42399010,Other Miscellaneous Durable Goods Merchant Wholesa,42399019,Other Miscellaneous Durable Goods Merchant Wholesa,509910,Musical Instruments-Wholesale,202311,43
US Department Of Defense,,,1222 Spruce St # 8308e,Saint Louis,63103,St Louis City,(314) 539-2172,,,,,Joshua,Gooden,Manager,Male,Western Europe,,,,99999004,Unclassified Establishments,,,,,,,999977,Nonclassified Establishments,202404,12
US Energy Fueling Station,,US VENTURE INC,1400 S 2nd St,Saint Louis,63104,St Louis City,(800) 876-4526,US-Energy.Com,,,,,,,,Uncoded,,,,45712006,Other Gasoline Stations,,,,,,,554110,Alternative Fuels,202406,3
US Foods Distribution Ctr,US FOODS INC,US FOODS HOLDING CORP,8543 Page Ave,Saint Louis,63114,St Louis,(314) 426-4100,Usfoods.Com,http://www.linkedin.com/company/us-foods,http://www.facebook.com/usfoods/events,,Chuck,Donelson,President,Male,Western Europe,,"U.S. Foodservice Is One Of The Largest Broad Line Foodservice Distributors IN The United States. The Company Distributes Food And Related Products To More Than 250,000 Customers, Including Restaurants, Health Care Facilities, Lodging Establishments, Cafeterias, Schools And Colleges. U.S. Foodservice Markets And Distributes Approximately 43,000 National, Private-Label And Signature Brand Items. The Company S Brand Names Include Georgia Pacific, Bunge Foods, Chef Solutions, Lamb Weston, Mccormick, Monarch, Nestle, Stouffer S, Rich S, Simplot, Solo Cup Company And Bellagio. The Company Also Operates A Powerful Internet Marketplace Pathway To Food, Supplies, Market News, Recipes And Services Via Its Comprehensive Web Site. U.S. Foodservice S Corporate Office Is Positioned Between Washington, D.C., And Baltimore, With More Than 100 Distribution Centers Nationwide, Including Stock Yard And Broad Line Divisions IN St. Louis.",,42441005,General Line Grocery Merchant Wholesalers,31199905,All Other Miscellaneous Food Manufacturing,33712708,Institutional Furniture Manufacturing,42321030,Furniture Merchant Wholesalers,514105,Grocers-Wholesale,202311,43
US Paint,US PAINT CORP,,831 S 21st St,Saint Louis,63103,St Louis City,(314) 621-0525,Uspaint.Com,,,,John,Duchardt,President,Male,Western Europe,,"Very Simply, The Mission Of U.S. Paint Is To Be Our Customers Best Paint Supplier. We Are Committed To Satisfying Our Customers By Designing, Manufacturing, And Servicing Paint Products That Will Exceed Their Expectations Through Innovation, Partnership, And Continuous Improvement.",,32521202,Synthetic Rubber Manufacturing,32551012,Paint And Coating Manufacturing,32551011,Paint And Coating Manufacturing,32619916,All Other Plastics Product Manufacturing,282202,Urethane & Urethane Products-Mfrs,202604,43
Us PS Express Mail,,,1106 Walnut St,Saint Louis,63102,St Louis City,(314) 436-4558,,,,,,,,,Uncoded,,,,54186007,Direct Mail Advertising,,,,,,,733101,Mailing & Shipping Services,202604,15
US Van Lines Inc,US VAN LINES INC,,1785 Pennsylvania Ave,Saint Louis,63133,St Louis,(314) 773-9200,US-Vanlines.Com,,,,Chuck,Vilnai,President,Male,Uncoded,,,,48411009,"General Freight Trucking, Local",48851006,Freight Transportation Arrangement,53139014,Other Activities Related To Real Estate,,,421401,Movers,202604,27
US Wiping Materials Co,US WIPING MATERIALS CO INC,,2539 E Sullivan Ave,Saint Louis,63107,St Louis City,(314) 421-3311,Uswiping.Com,,https://www.facebook.com/uswiping,,Todd,Bender,President,Male,Western Europe,,"U.S. Wiping Materials CO Has Been IN Business For Over 100 Years. Being Centrally Located IN St. Louis Missouri Has Allowed US The Ability To Provide Cost-Effective Shipping IN A Timely Manner To All Of North America. Also, Our Flexibility IN Packaging Has Enabled US To Be Customer Specific For The Purposes Of Storage Capabilities And Re-Sale. U.S. Wiping Materials CO Is Also A Proud Member Of Smart ( Secondary Materials And Recycled Textiles ). Smart Is An International Association Dedicated To Providing Information And Products For A Cleaner World.",,42393033,Recyclable Material Merchant Wholesalers,31321001,Broadwoven Fabric Mills,31499924,All Other Miscellaneous Textile Product Mills,31499930,All Other Miscellaneous Textile Product Mills,509309,Wiping Cloths (Whls),202607,43
USA & M,USA & M,,500 N Broadway # 1800,Saint Louis,63102,St Louis City,(314) 449-8353,Usam.Com,,,,,,,,Uncoded,,,,54119901,All Other Legal Services,,,,,,,738907,Arbitration Services,202411,13
USA Market,,,1212 Chambers Rd,Ferguson,63135,St Louis,(314) 524-9080,,,https://facebook.com/usamarketferguson/,,Mohamed,Abdulla,Other,Male,Middle Eastern,,,,44511003,Supermarkets And Other Grocery Retailers (Except C,,,,,,,541105,Grocers-Retail,202604,13
USA Plumbing Plus,,,1906 Destrehan St,Saint Louis,63107,St Louis City,(314) 349-7290,,,https://www.facebook.com/usaplumbingplus,,Tom,Lewis,Manager,Male,Western Europe,,"Plumbing Services IN, St. Louis, MO Free Estimate Plus Ad Specials Call (314) 349-7290314-349-7290",,23822025,"Plumbing, Heating, And Air-Conditioning Contractor",,,,,,,171105,Plumbing Contractors,202510,11
USA Recycling Inc,USA RECYCLING INC,,3311 Chouteau Ave,Saint Louis,63103,St Louis City,(314) 772-1722,Plmcompanies.Com,,https://www.facebook.com/usahaulingandrecycling,,Steve,Snodsmith,Owner,Male,Western Europe,,,,42393017,Recyclable Material Merchant Wholesalers,,,,,,,509312,Recycling Centers (Whls),201911,27
V Server Ctr,VSERVER CENTER INC,,210 N Tucker Blvd # 700,Saint Louis,63101,St Louis City,(314) 621-9991,Vservercenter.Com,,http://www.facebook.com/vservercenter,,,,,,Uncoded,,,,51929010,Web Search Portals And All Other Information Servi,,,,,,,738959,Information & Referral Svcs,202607,14
Vaccaro & Sons,VACCARO & SONS PRODUCE,GRUBMARKET INC,14 Produce Row,Saint Louis,63102,St Louis City,(314) 621-3151,Vaccarosproduce.Com,,https://www.facebook.com/vaccarosproduce,,,,,,Uncoded,,,,44511003,Supermarkets And Other Grocery Retailers (Except C,,,,,,,541105,Grocers-Retail,202206,18
Val Pak Of Greater St Louis,,PLATINUM EQUITY LLC,10990 New Halls Ferry Rd,Saint Louis,63136,St Louis,Not Available,Valpak.Com,,,,,,,,Uncoded,,,,54186002,Direct Mail Advertising,54186007,Direct Mail Advertising,,,,,733105,Advertising-Direct Mail,202102,12
Valerie's Sit & Sip,VALERIE'S SIT & SIP INC,,3701 Sullivan Ave,Saint Louis,63107,St Louis City,(314) 531-5085,,,,,Ellen,Davis,Owner,Female,Western Europe,,,,72241001,Drinking Places (Alcoholic Beverages),72241003,Drinking Places (Alcoholic Beverages),,,,,581301,Bars,202206,28
Valicor Environmental Svc,,PRITZKER PRIVATE CAPITAL,5450 Brown Ave,Saint Louis,63120,St Louis City,(314) 768-3097,Valicor.Com,http://www.linkedin.com/company/valicor,,,Matthew,Grey,General Mgr,Male,Western Europe,,,,56299807,All Other Miscellaneous Waste Management Services,56221909,Other Nonhazardous Waste Treatment And Disposal,42421014,Drugs And Druggists' Sundries Merchant Wholesalers,54161830,Other Management Consulting Services,495907,Waste Water Treatment,202202,14
Valtec Hydraulics,VALTEC HYDRAULICS INC,,1100 Pershall Rd,Saint Louis,63137,St Louis,(314) 228-0068,Valtechydraulics.Com,,https://www.facebook.com/valtec.hydraulics,,Richard,Valleroy,President,Male,Western Europe,,"Valtec Hydraulics, Inc Is A Family Owned Business. We Have Been Servicing The Hydraulic And Pneumatic Industry Since 1963. Since Then We Have Become A Leader IN The Repair And Remanufacturing Of Hydraulic And Pneumatic Cylinders, Pumps, Motors, Valves And Components. Our Commitment Of Customer Satisfaction Is Our Top Priority. Pride, Dedication, Attention To Detail, Quality, And A Skilled Workforce Assures That The Finished Products You Receive Are Done To The Highest Standards Of Our Industry. Our Attractive 17, 000 Square Foot Manufacturing And Repair Facility Is Located IN North St. Louis, Mo. We Inventory Over $400, 000 IN Replacement Parts, Seals, And Materials. Valtec's Major Strength Is Our People. We Believe IN Taking On Every Challenge With A Team Approach, Which Allows US To Stay Diversified. We Are Open To New Ideas And Are Willing To Take Extra Steps Necessary To Meet Our Customer's Demands.",,81131019,Commercial And Industrial Machinery And Equipment,33312014,Construction Machinery Manufacturing,33399501,Fluid Power Cylinder And Actuator Manufacturing,33999936,All Other Miscellaneous Manufacturing,769952,Hydraulic Equipment-Repairing,202605,42
Valvoline Instant Oil Change,,VALVOLINE INC,1514 Chambers Rd,Saint Louis,63136,St Louis,(314) 388-2209,Store.Vioc.Com,https://www.linkedin.com/company/shell,https://facebook.com/794429057093980,,Rich,Varel,Site Manager,Male,Uncoded,,"For Nearly 40 Years, Valvoline Instant Oil Change Is The Quick, Easy, Trusted Name IN Preventive Vehicle Maintenance For All Types Of Vehicles. From 15-Minute, Stay-IN-Your-Car Oil Changes To A Wide Range Of Maintenance Solutions, We Take The Worry Out Of Vehicle Care IN Dellwood.",,81119101,Automotive Oil Change And Lubrication Shops,23622047,Commercial And Institutional Building Construction,48532001,Limousine Service,44133003,Automotive Parts And Accessories Retailers,754903,Automobile Lubrication Service,202605,34
Van Deven Lawn Svc,,,578 Coachlite Ln,Saint Louis,63114,St Louis,(314) 831-2394,,,,,,,,,Uncoded,,,,56173009,Landscaping Services,,,,,,,78204,Landscape Contractors,202604,14
Vance Engineering Inc,VANCE ENGINEERING INC,,10537 Lackland Rd,Saint Louis,63114,St Louis,(314) 427-1800,,,,,Clay,Vance,Owner,Male,Western Europe,,,,54133052,Engineering Services,54132003,Landscape Architectural Services,,,,,871133,Engineers-Professional,202409,22
Vandalia Bus Lines Inc,VANDALIA BUS LINES INC,,,Saint Louis,63102,St Louis City,(314) 421-4753,Vandaliabuslines.Com,,,,Dennis,Strief,Vice President,Male,Uncoded,,,,48551002,Charter Bus Industry,56192002,Convention And Trade Show Organizers,,,,,414201,Buses-Charter & Rental,202602,21
Vandeventer Auto Ctr,,,1400 N Vandeventer Ave,Saint Louis,63113,St Louis City,(314) 535-1810,,,,,Jessie,Oby,Other,,Western Europe,,,,81111104,General Automotive Repair,,,,,,,753801,Automobile Repairing & Service,202607,17
Vandeventer Service Ctr LLC,VANDEVENTER SERVICE CTR LLC,,1400 N Vandeventer Ave,Saint Louis,63113,St Louis City,(314) 535-1810,,,,,,,,,Uncoded,,,,48411016,"General Freight Trucking, Local",99999005,Unclassified Establishments,,,,,421212,Trucking-Local Cartage,202510,6
Vanguard Staffing LLC,VANGUARD STAFFING LLC,,2811 Locust St,Saint Louis,63103,St Louis City,(314) 356-9988,,,https://www.facebook.com/vanguardstaffingllc,,,,,,Uncoded,,,,54161207,Human Resources Consulting Services,,,,,,,874203,Personnel Consultants,202305,8
Vanguard Truck Ctr Of St Louis,,,2350 Chouteau Ave,Saint Louis,63103,St Louis City,(314) 207-6312,Vanguardtrucks.Com,,,,,,,,Uncoded,,,,99999004,Unclassified Establishments,,,,,,,999977,Nonclassified Establishments,202606,3
Vantage Apparel,,,2701 Clark Ave,Saint Louis,63103,St Louis City,(314) 534-0550,Vantageapparel.Com,http://www.linkedin.com/company/vantage-apparel,https://www.facebook.com/vantageapparel/,,Gary,Gerkins,General Mgr,Male,Western Europe,,"Operational For More Than 30 Years, Vantage Apparel Offers Apparel To Promote The Names And Logos Of Various Corporations, Resorts, Golf Courses And Casinos IN The United States. The Company Manufactures And Stocks Over 200 Styles Of Fashion Apparel. Vantage Apparel Has Provided Its Services To Nearly 320,000 Types Of Embroidered Logos And Approximately 1500 Embroidery Heads. Its Products Are Available Under Various Brands, Such As Vantage, Vansport, Velocity And Verve. Vantage Apparel Provides Specialty Screen And Water-Based Digital Printing And Embellishment Services. The Company S Products Are Also Sold IN College Book Stores And Resort Shops. Vantage Apparel Offers Sweaters, Fleece, Windshirts, Jackets, T-Shirts, Headwear, Robes And Aprons IN Various Fabrics, Colors And Styles.",,54149001,Other Specialized Design Services,,,,,,,738942,Embroidery,202407,30
Vaporized LLC,ALTERNATIVE SMOKE SHOP,,9539 Lackland Rd,Saint Louis,63114,St Louis,(314) 423-3244,Vaporizedstl.Com,,https://www.facebook.com/vaporizedstl,,Jackie,Menke,Owner,,Western Europe,,,,45999102,"Tobacco, Electronic Cigarette, And Other Smoking S",45999103,"Tobacco, Electronic Cigarette, And Other Smoking S",,,,,599301,Cigar Cigarette & Tobacco Dealers-Retail,202604,14
